C/A,UNIT,SCP,DATE,TIME,DESC,ENTRIES,EXITS,DATETIME,TURNSTILE_ID,NET_ENTRIES,NET_EXITS,BUSYNESS
N123B,R439,01-05-01,08-26-13,05:00:00,REGULAR,1.0,387.0,2013-08-26 05:00:00,N123B-R439-01-05-01,0.0,0.0,0.0
N123B,R439,01-05-01,08-26-13,09:00:00,REGULAR,1.0,387.0,2013-08-26 09:00:00,N123B-R439-01-05-01,0.0,0.0,0.0
N123B,R439,01-05-01,08-26-13,13:00:00,REGULAR,1.0,387.0,2013-08-26 13:00:00,N123B-R439-01-05-01,0.0,0.0,0.0
N123B,R439,01-05-01,08-26-13,17:00:00,REGULAR,1.0,387.0,2013-08-26 17:00:00,N123B-R439-01-05-01,0.0,0.0,0.0
N123B,R439,01-05-01,08-26-13,21:00:00,REGULAR,1.0,387.0,2013-08-26 21:00:00,N123B-R439-01-05-01,0.0,0.0,0.0
N123B,R439,01-06-00,08-26-13,01:00:00,REGULAR,1275711.0,140129.0,2013-08-26 01:00:00,N123B-R439-01-06-00,15.0,12.0,27.0
N123B,R439,01-06-00,08-26-13,05:00:00,REGULAR,1275725.0,140130.0,2013-08-26 05:00:00,N123B-R439-01-06-00,14.0,1.0,15.0
N123B,R439,01-06-00,08-26-13,09:00:00,REGULAR,1275865.0,140131.0,2013-08-26 09:00:00,N123B-R439-01-06-00,140.0,1.0,141.0
N123B,R439,01-06-00,08-26-13,13:00:00,REGULAR,1275941.0,140150.0,2013-08-26 13:00:00,N123B-R439-01-06-00,76.0,19.0,95.0
N123B,R439,01-06-00,08-26-13,17:00:00,REGULAR,1276028.0,140170.0,2013-08-26 17:00:00,N123B-R439-01-06-00,87.0,20.0,107.0
N123B,R439,01-06-00,08-26-13,21:00:00,REGULAR,1276075.0,140201.0,2013-08-26 21:00:00,N123B-R439-01-06-00,47.0,31.0,78.0
N123B,R439,01-06-01,08-26-13,01:00:00,REGULAR,2532562.0,166116.0,2013-08-26 01:00:00,N123B-R439-01-06-01,60.0,8.0,68.0
N123B,R439,01-06-01,08-26-13,05:00:00,REGULAR,2532587.0,166119.0,2013-08-26 05:00:00,N123B-R439-01-06-01,25.0,3.0,28.0
N123B,R439,01-06-01,08-26-13,09:00:00,REGULAR,2532931.0,166121.0,2013-08-26 09:00:00,N123B-R439-01-06-01,344.0,2.0,346.0
N123B,R439,01-06-01,08-26-13,13:00:00,REGULAR,2533126.0,166133.0,2013-08-26 13:00:00,N123B-R439-01-06-01,195.0,12.0,207.0
N123B,R439,01-06-01,08-26-13,17:00:00,REGULAR,2533285.0,166155.0,2013-08-26 17:00:00,N123B-R439-01-06-01,159.0,22.0,181.0
N123B,R439,01-06-01,08-26-13,21:00:00,REGULAR,2533412.0,166175.0,2013-08-26 21:00:00,N123B-R439-01-06-01,127.0,20.0,147.0
N124,R103,00-00-00,08-26-13,00:00:00,REGULAR,3990675.0,16069875.0,2013-08-26 00:00:00,N124-R103-00-00-00,54.0,405.0,459.0
N124,R103,00-00-00,08-26-13,04:00:00,REGULAR,3990698.0,16069994.0,2013-08-26 04:00:00,N124-R103-00-00-00,23.0,119.0,142.0
N124,R103,00-00-00,08-26-13,08:00:00,REGULAR,3990741.0,16070220.0,2013-08-26 08:00:00,N124-R103-00-00-00,43.0,226.0,269.0
N124,R103,00-00-00,08-26-13,12:00:00,REGULAR,3990818.0,16070644.0,2013-08-26 12:00:00,N124-R103-00-00-00,77.0,424.0,501.0
N124,R103,00-00-00,08-26-13,16:00:00,REGULAR,3990891.0,16071199.0,2013-08-26 16:00:00,N124-R103-00-00-00,73.0,555.0,628.0
N124,R103,00-00-00,08-26-13,20:00:00,REGULAR,3990950.0,16072303.0,2013-08-26 20:00:00,N124-R103-00-00-00,59.0,1104.0,1163.0
N124,R103,00-00-01,08-26-13,00:00:00,REGULAR,8056070.0,6205289.0,2013-08-26 00:00:00,N124-R103-00-00-01,61.0,189.0,250.0
N124,R103,00-00-01,08-26-13,04:00:00,REGULAR,8056082.0,6205340.0,2013-08-26 04:00:00,N124-R103-00-00-01,0.0,0.0,0.0
N124,R103,00-00-01,08-26-13,08:00:00,REGULAR,8056149.0,6205440.0,2013-08-26 08:00:00,N124-R103-00-00-01,67.0,100.0,167.0
N124,R103,00-00-01,08-26-13,12:00:00,REGULAR,8056247.0,6205638.0,2013-08-26 12:00:00,N124-R103-00-00-01,98.0,198.0,296.0
N124,R103,00-00-01,08-26-13,16:00:00,REGULAR,8056343.0,6205894.0,2013-08-26 16:00:00,N124-R103-00-00-01,96.0,256.0,352.0
N124,R103,00-00-01,08-26-13,20:00:00,REGULAR,8056417.0,6206383.0,2013-08-26 20:00:00,N124-R103-00-00-01,74.0,489.0,563.0
N124,R103,00-00-02,08-26-13,00:00:00,REGULAR,6856670.0,4726167.0,2013-08-26 00:00:00,N124-R103-00-00-02,67.0,111.0,178.0
N124,R103,00-00-02,08-26-13,04:00:00,REGULAR,6856683.0,4726186.0,2013-08-26 04:00:00,N124-R103-00-00-02,0.0,0.0,0.0
N124,R103,00-00-02,08-26-13,08:00:00,REGULAR,6856766.0,4726229.0,2013-08-26 08:00:00,N124-R103-00-00-02,83.0,43.0,126.0
N124,R103,00-00-02,08-26-13,12:00:00,REGULAR,6856892.0,4726327.0,2013-08-26 12:00:00,N124-R103-00-00-02,126.0,98.0,224.0
N124,R103,00-00-02,08-26-13,16:00:00,REGULAR,6857020.0,4726465.0,2013-08-26 16:00:00,N124-R103-00-00-02,128.0,138.0,266.0
N124,R103,00-00-02,08-26-13,20:00:00,REGULAR,6857137.0,4726691.0,2013-08-26 20:00:00,N124-R103-00-00-02,117.0,226.0,343.0
N124,R103,00-00-03,08-26-13,00:00:00,REGULAR,8071671.0,5116467.0,2013-08-26 00:00:00,N124-R103-00-00-03,65.0,90.0,155.0
N124,R103,00-00-03,08-26-13,04:00:00,REGULAR,8071695.0,5116484.0,2013-08-26 04:00:00,N124-R103-00-00-03,0.0,0.0,0.0
N124,R103,00-00-03,08-26-13,08:00:00,REGULAR,8071799.0,5116518.0,2013-08-26 08:00:00,N124-R103-00-00-03,104.0,34.0,138.0
N124,R103,00-00-03,08-26-13,12:00:00,REGULAR,8071971.0,5116593.0,2013-08-26 12:00:00,N124-R103-00-00-03,172.0,75.0,247.0
N124,R103,00-00-03,08-26-13,16:00:00,REGULAR,8072120.0,5116666.0,2013-08-26 16:00:00,N124-R103-00-00-03,149.0,73.0,222.0
N124,R103,00-00-03,08-26-13,20:00:00,REGULAR,8072246.0,5116783.0,2013-08-26 20:00:00,N124-R103-00-00-03,126.0,117.0,243.0
N124,R103,00-03-00,08-26-13,00:00:00,REGULAR,4662879.0,3264769.0,2013-08-26 00:00:00,N124-R103-00-03-00,124.0,130.0,254.0
N124,R103,00-03-00,08-26-13,04:00:00,REGULAR,4662904.0,3264789.0,2013-08-26 04:00:00,N124-R103-00-03-00,0.0,0.0,0.0
N124,R103,00-03-00,08-26-13,08:00:00,REGULAR,4663180.0,3264911.0,2013-08-26 08:00:00,N124-R103-00-03-00,276.0,122.0,398.0
N124,R103,00-03-00,08-26-13,12:00:00,REGULAR,4663513.0,3265092.0,2013-08-26 12:00:00,N124-R103-00-03-00,333.0,181.0,514.0
N124,R103,00-03-00,08-26-13,16:00:00,REGULAR,4663776.0,3265233.0,2013-08-26 16:00:00,N124-R103-00-03-00,263.0,141.0,404.0
N124,R103,00-03-00,08-26-13,20:00:00,REGULAR,4664015.0,3265464.0,2013-08-26 20:00:00,N124-R103-00-03-00,239.0,231.0,470.0
N124,R103,00-03-01,08-26-13,00:00:00,REGULAR,8741969.0,7020744.0,2013-08-26 00:00:00,N124-R103-00-03-01,217.0,174.0,391.0
N124,R103,00-03-01,08-26-13,04:00:00,REGULAR,8742028.0,7020784.0,2013-08-26 04:00:00,N124-R103-00-03-01,59.0,40.0,99.0
N124,R103,00-03-01,08-26-13,08:00:00,REGULAR,8742583.0,7020893.0,2013-08-26 08:00:00,N124-R103-00-03-01,555.0,109.0,664.0
N124,R103,00-03-01,08-26-13,12:00:00,REGULAR,8743208.0,7021089.0,2013-08-26 12:00:00,N124-R103-00-03-01,625.0,196.0,821.0
N124,R103,00-03-01,08-26-13,16:00:00,REGULAR,8743606.0,7021322.0,2013-08-26 16:00:00,N124-R103-00-03-01,398.0,233.0,631.0
N124,R103,00-03-01,08-26-13,20:00:00,REGULAR,8743992.0,7021669.0,2013-08-26 20:00:00,N124-R103-00-03-01,386.0,347.0,733.0
N124,R103,00-03-02,08-26-13,00:00:00,REGULAR,13476030.0,7091060.0,2013-08-26 00:00:00,N124-R103-00-03-02,354.0,286.0,640.0
N124,R103,00-03-02,08-26-13,04:00:00,REGULAR,13476147.0,7091169.0,2013-08-26 04:00:00,N124-R103-00-03-02,0.0,0.0,0.0
N124,R103,00-03-02,08-26-13,08:00:00,REGULAR,13476805.0,7091333.0,2013-08-26 08:00:00,N124-R103-00-03-02,658.0,164.0,822.0
N124,R103,00-03-02,08-26-13,12:00:00,REGULAR,13477560.0,7091551.0,2013-08-26 12:00:00,N124-R103-00-03-02,755.0,218.0,973.0
N124,R103,00-03-02,08-26-13,16:00:00,REGULAR,13478185.0,7091849.0,2013-08-26 16:00:00,N124-R103-00-03-02,625.0,298.0,923.0
N124,R103,00-03-02,08-26-13,20:00:00,REGULAR,13478774.0,7092369.0,2013-08-26 20:00:00,N124-R103-00-03-02,589.0,520.0,1109.0
N125,R440,00-00-00,08-26-13,01:00:00,REGULAR,208569.0,382569.0,2013-08-26 01:00:00,N125-R440-00-00-00,25.0,76.0,101.0
N125,R440,00-00-00,08-26-13,05:00:00,REGULAR,208584.0,382600.0,2013-08-26 05:00:00,N125-R440-00-00-00,15.0,31.0,46.0
N125,R440,00-00-00,08-26-13,09:00:00,REGULAR,208680.0,382726.0,2013-08-26 09:00:00,N125-R440-00-00-00,96.0,126.0,222.0
N125,R440,00-00-00,08-26-13,13:00:00,REGULAR,208781.0,382861.0,2013-08-26 13:00:00,N125-R440-00-00-00,101.0,135.0,236.0
N125,R440,00-00-00,08-26-13,17:00:00,REGULAR,208894.0,383025.0,2013-08-26 17:00:00,N125-R440-00-00-00,113.0,164.0,277.0
N125,R440,00-00-00,08-26-13,21:00:00,REGULAR,208979.0,383197.0,2013-08-26 21:00:00,N125-R440-00-00-00,85.0,172.0,257.0
N125,R440,00-00-01,08-26-13,01:00:00,REGULAR,4188615.0,2924275.0,2013-08-26 01:00:00,N125-R440-00-00-01,22.0,36.0,58.0
N125,R440,00-00-01,08-26-13,05:00:00,REGULAR,4188625.0,2924284.0,2013-08-26 05:00:00,N125-R440-00-00-01,10.0,9.0,19.0
N125,R440,00-00-01,08-26-13,09:00:00,REGULAR,4188797.0,2924325.0,2013-08-26 09:00:00,N125-R440-00-00-01,172.0,41.0,213.0
N125,R440,00-00-01,08-26-13,13:00:00,REGULAR,4188886.0,2924392.0,2013-08-26 13:00:00,N125-R440-00-00-01,89.0,67.0,156.0
N125,R440,00-00-01,08-26-13,17:00:00,REGULAR,4189009.0,2924471.0,2013-08-26 17:00:00,N125-R440-00-00-01,123.0,79.0,202.0
N125,R440,00-00-01,08-26-13,21:00:00,REGULAR,4189096.0,2924553.0,2013-08-26 21:00:00,N125-R440-00-00-01,87.0,82.0,169.0
N125,R440,00-00-02,08-26-13,01:00:00,REGULAR,4131295.0,1647565.0,2013-08-26 01:00:00,N125-R440-00-00-02,58.0,66.0,124.0
N125,R440,00-00-02,08-26-13,05:00:00,REGULAR,4131332.0,1647587.0,2013-08-26 05:00:00,N125-R440-00-00-02,37.0,22.0,59.0
N125,R440,00-00-02,08-26-13,09:00:00,REGULAR,4131706.0,1647664.0,2013-08-26 09:00:00,N125-R440-00-00-02,374.0,77.0,451.0
N125,R440,00-00-02,08-26-13,13:00:00,REGULAR,4131967.0,1647760.0,2013-08-26 13:00:00,N125-R440-00-00-02,261.0,96.0,357.0
N125,R440,00-00-02,08-26-13,17:00:00,REGULAR,4132242.0,1647855.0,2013-08-26 17:00:00,N125-R440-00-00-02,275.0,95.0,370.0
N125,R440,00-00-02,08-26-13,21:00:00,REGULAR,4132402.0,1647977.0,2013-08-26 21:00:00,N125-R440-00-00-02,160.0,122.0,282.0
N126,R441,00-00-00,08-26-13,01:00:00,REGULAR,3941436.0,2161370.0,2013-08-26 01:00:00,N126-R441-00-00-00,57.0,73.0,130.0
N126,R441,00-00-00,08-26-13,05:00:00,REGULAR,3941455.0,2161381.0,2013-08-26 05:00:00,N126-R441-00-00-00,19.0,11.0,30.0
N126,R441,00-00-00,08-26-13,09:00:00,REGULAR,3941875.0,2161415.0,2013-08-26 09:00:00,N126-R441-00-00-00,420.0,34.0,454.0
N126,R441,00-00-00,08-26-13,13:00:00,REGULAR,3942142.0,2161475.0,2013-08-26 13:00:00,N126-R441-00-00-00,267.0,60.0,327.0
N126,R441,00-00-00,08-26-13,17:00:00,REGULAR,3942392.0,2161612.0,2013-08-26 17:00:00,N126-R441-00-00-00,250.0,137.0,387.0
N126,R441,00-00-00,08-26-13,21:00:00,REGULAR,3942532.0,2161774.0,2013-08-26 21:00:00,N126-R441-00-00-00,140.0,162.0,302.0
N126,R441,00-00-01,08-26-13,01:00:00,REGULAR,2234739.0,2236831.0,2013-08-26 01:00:00,N126-R441-00-00-01,34.0,87.0,121.0
N126,R441,00-00-01,08-26-13,05:00:00,REGULAR,2234753.0,2236843.0,2013-08-26 05:00:00,N126-R441-00-00-01,14.0,12.0,26.0
N126,R441,00-00-01,08-26-13,09:00:00,REGULAR,2234998.0,2236887.0,2013-08-26 09:00:00,N126-R441-00-00-01,245.0,44.0,289.0
N126,R441,00-00-01,08-26-13,13:00:00,REGULAR,2235158.0,2236944.0,2013-08-26 13:00:00,N126-R441-00-00-01,160.0,57.0,217.0
N126,R441,00-00-01,08-26-13,17:00:00,REGULAR,2235268.0,2237109.0,2013-08-26 17:00:00,N126-R441-00-00-01,110.0,165.0,275.0
N126,R441,00-00-01,08-26-13,21:00:00,REGULAR,2235347.0,2237372.0,2013-08-26 21:00:00,N126-R441-00-00-01,79.0,263.0,342.0
N126,R441,00-00-02,08-26-13,01:00:00,REGULAR,4645921.0,7119462.0,2013-08-26 01:00:00,N126-R441-00-00-02,38.0,186.0,224.0
N126,R441,00-00-02,08-26-13,05:00:00,REGULAR,4645939.0,7119524.0,2013-08-26 05:00:00,N126-R441-00-00-02,18.0,62.0,80.0
N126,R441,00-00-02,08-26-13,09:00:00,REGULAR,4646222.0,7119626.0,2013-08-26 09:00:00,N126-R441-00-00-02,283.0,102.0,385.0
N126,R441,00-00-02,08-26-13,13:00:00,REGULAR,4646393.0,7119775.0,2013-08-26 13:00:00,N126-R441-00-00-02,171.0,149.0,320.0
N126,R441,00-00-02,08-26-13,17:00:00,REGULAR,4646501.0,7120098.0,2013-08-26 17:00:00,N126-R441-00-00-02,108.0,323.0,431.0
N126,R441,00-00-02,08-26-13,21:00:00,REGULAR,4646590.0,7120539.0,2013-08-26 21:00:00,N126-R441-00-00-02,89.0,441.0,530.0
N127,R442,00-00-00,08-26-13,01:00:00,REGULAR,5494323.0,7411397.0,2013-08-26 01:00:00,N127-R442-00-00-00,85.0,161.0,246.0
N127,R442,00-00-00,08-26-13,05:00:00,REGULAR,5494356.0,7411465.0,2013-08-26 05:00:00,N127-R442-00-00-00,33.0,68.0,101.0
N127,R442,00-00-00,08-26-13,09:00:00,REGULAR,5494727.0,7411574.0,2013-08-26 09:00:00,N127-R442-00-00-00,371.0,109.0,480.0
N127,R442,00-00-00,08-26-13,13:00:00,REGULAR,5494961.0,7411707.0,2013-08-26 13:00:00,N127-R442-00-00-00,234.0,133.0,367.0
N127,R442,00-00-00,08-26-13,17:00:00,REGULAR,5495167.0,7411967.0,2013-08-26 17:00:00,N127-R442-00-00-00,206.0,260.0,466.0
N127,R442,00-00-00,08-26-13,21:00:00,REGULAR,5495294.0,7412287.0,2013-08-26 21:00:00,N127-R442-00-00-00,127.0,320.0,447.0
N127,R442,00-00-01,08-26-13,01:00:00,REGULAR,3832142.0,2848160.0,2013-08-26 01:00:00,N127-R442-00-00-01,48.0,52.0,100.0
N127,R442,00-00-01,08-26-13,05:00:00,REGULAR,3832154.0,2848175.0,2013-08-26 05:00:00,N127-R442-00-00-01,12.0,15.0,27.0
N127,R442,00-00-01,08-26-13,09:00:00,REGULAR,3832449.0,2848230.0,2013-08-26 09:00:00,N127-R442-00-00-01,295.0,55.0,350.0
N127,R442,00-00-01,08-26-13,13:00:00,REGULAR,3832600.0,2848274.0,2013-08-26 13:00:00,N127-R442-00-00-01,151.0,44.0,195.0
N127,R442,00-00-01,08-26-13,17:00:00,REGULAR,3832742.0,2848392.0,2013-08-26 17:00:00,N127-R442-00-00-01,142.0,118.0,260.0
N127,R442,00-00-01,08-26-13,21:00:00,REGULAR,3832829.0,2848554.0,2013-08-26 21:00:00,N127-R442-00-00-01,87.0,162.0,249.0
N127,R442,00-00-02,08-26-13,01:00:00,REGULAR,4880655.0,2563491.0,2013-08-26 01:00:00,N127-R442-00-00-02,61.0,62.0,123.0
N127,R442,00-00-02,08-26-13,05:00:00,REGULAR,4880684.0,2563504.0,2013-08-26 05:00:00,N127-R442-00-00-02,29.0,13.0,42.0
N127,R442,00-00-02,08-26-13,09:00:00,REGULAR,4881034.0,2563544.0,2013-08-26 09:00:00,N127-R442-00-00-02,350.0,40.0,390.0
N127,R442,00-00-02,08-26-13,13:00:00,REGULAR,4881224.0,2563588.0,2013-08-26 13:00:00,N127-R442-00-00-02,190.0,44.0,234.0
N127,R442,00-00-02,08-26-13,17:00:00,REGULAR,4881407.0,2563664.0,2013-08-26 17:00:00,N127-R442-00-00-02,183.0,76.0,259.0
N127,R442,00-00-02,08-26-13,21:00:00,REGULAR,4881522.0,2563806.0,2013-08-26 21:00:00,N127-R442-00-00-02,115.0,142.0,257.0
N128,R200,00-00-00,08-26-13,00:00:00,REGULAR,4168981.0,961164.0,2013-08-26 00:00:00,N128-R200-00-00-00,54.0,46.0,100.0
N128,R200,00-00-00,08-26-13,04:00:00,REGULAR,4168999.0,961173.0,2013-08-26 04:00:00,N128-R200-00-00-00,18.0,9.0,27.0
N128,R200,00-00-00,08-26-13,08:00:00,REGULAR,4169291.0,961195.0,2013-08-26 08:00:00,N128-R200-00-00-00,292.0,22.0,314.0
N128,R200,00-00-00,08-26-13,12:00:00,REGULAR,4169642.0,961251.0,2013-08-26 12:00:00,N128-R200-00-00-00,351.0,56.0,407.0
N128,R200,00-00-00,08-26-13,16:00:00,REGULAR,4169848.0,961305.0,2013-08-26 16:00:00,N128-R200-00-00-00,206.0,54.0,260.0
N128,R200,00-00-00,08-26-13,20:00:00,REGULAR,4170004.0,961385.0,2013-08-26 20:00:00,N128-R200-00-00-00,156.0,80.0,236.0
N128,R200,00-00-01,08-26-13,00:00:00,REGULAR,2328947.0,573303.0,2013-08-26 00:00:00,N128-R200-00-00-01,120.0,60.0,180.0
N128,R200,00-00-01,08-26-13,04:00:00,REGULAR,2328966.0,573310.0,2013-08-26 04:00:00,N128-R200-00-00-01,0.0,0.0,0.0
N128,R200,00-00-01,08-26-13,08:00:00,REGULAR,2329350.0,573333.0,2013-08-26 08:00:00,N128-R200-00-00-01,384.0,23.0,407.0
N128,R200,00-00-01,08-26-13,12:00:00,REGULAR,2329836.0,573405.0,2013-08-26 12:00:00,N128-R200-00-00-01,486.0,72.0,558.0
N128,R200,00-00-01,08-26-13,16:00:00,REGULAR,2330163.0,573485.0,2013-08-26 16:00:00,N128-R200-00-00-01,327.0,80.0,407.0
N128,R200,00-00-01,08-26-13,20:00:00,REGULAR,2330425.0,573623.0,2013-08-26 20:00:00,N128-R200-00-00-01,262.0,138.0,400.0
N128,R200,00-00-02,08-26-13,00:00:00,REGULAR,4021927.0,1705386.0,2013-08-26 00:00:00,N128-R200-00-00-02,81.0,57.0,138.0
N128,R200,00-00-02,08-26-13,04:00:00,REGULAR,4021952.0,1705403.0,2013-08-26 04:00:00,N128-R200-00-00-02,0.0,0.0,0.0
N128,R200,00-00-02,08-26-13,08:00:00,REGULAR,4022223.0,1705425.0,2013-08-26 08:00:00,N128-R200-00-00-02,271.0,22.0,293.0
N128,R200,00-00-02,08-26-13,12:00:00,REGULAR,4022594.0,1705494.0,2013-08-26 12:00:00,N128-R200-00-00-02,371.0,69.0,440.0
N128,R200,00-00-02,08-26-13,16:00:00,REGULAR,4022862.0,1705574.0,2013-08-26 16:00:00,N128-R200-00-00-02,268.0,80.0,348.0
N128,R200,00-00-02,08-26-13,20:00:00,REGULAR,4023031.0,1705743.0,2013-08-26 20:00:00,N128-R200-00-00-02,169.0,169.0,338.0
N128,R200,00-00-03,08-26-13,00:00:00,REGULAR,6109286.0,4341057.0,2013-08-26 00:00:00,N128-R200-00-00-03,77.0,70.0,147.0
N128,R200,00-00-03,08-26-13,04:00:00,REGULAR,6109298.0,4341080.0,2013-08-26 04:00:00,N128-R200-00-00-03,0.0,0.0,0.0
N128,R200,00-00-03,08-26-13,08:00:00,REGULAR,6109614.0,4341106.0,2013-08-26 08:00:00,N128-R200-00-00-03,316.0,26.0,342.0
N128,R200,00-00-03,08-26-13,12:00:00,REGULAR,6110020.0,4341192.0,2013-08-26 12:00:00,N128-R200-00-00-03,406.0,86.0,492.0
N128,R200,00-00-03,08-26-13,16:00:00,REGULAR,6110301.0,4341309.0,2013-08-26 16:00:00,N128-R200-00-00-03,281.0,117.0,398.0
N128,R200,00-00-03,08-26-13,20:00:00,REGULAR,6110502.0,4341499.0,2013-08-26 20:00:00,N128-R200-00-00-03,201.0,190.0,391.0
N128,R200,00-00-04,08-26-13,00:00:00,REGULAR,4825834.0,3274986.0,2013-08-26 00:00:00,N128-R200-00-00-04,91.0,68.0,159.0
N128,R200,00-00-04,08-26-13,04:00:00,REGULAR,4825853.0,3275027.0,2013-08-26 04:00:00,N128-R200-00-00-04,19.0,41.0,60.0
N128,R200,00-00-04,08-26-13,08:00:00,REGULAR,4826213.0,3275074.0,2013-08-26 08:00:00,N128-R200-00-00-04,360.0,47.0,407.0
N128,R200,00-00-04,08-26-13,12:00:00,REGULAR,4826701.0,3275196.0,2013-08-26 12:00:00,N128-R200-00-00-04,488.0,122.0,610.0
N128,R200,00-00-04,08-26-13,16:00:00,REGULAR,4827034.0,3275315.0,2013-08-26 16:00:00,N128-R200-00-00-04,333.0,119.0,452.0
N128,R200,00-00-04,08-26-13,20:00:00,REGULAR,4827289.0,3275535.0,2013-08-26 20:00:00,N128-R200-00-00-04,255.0,220.0,475.0
N128,R200,00-00-05,08-26-13,00:00:00,REGULAR,11376507.0,12056832.0,2013-08-26 00:00:00,N128-R200-00-00-05,185.0,99.0,284.0
N128,R200,00-00-05,08-26-13,04:00:00,REGULAR,11376556.0,12056874.0,2013-08-26 04:00:00,N128-R200-00-00-05,49.0,42.0,91.0
N128,R200,00-00-05,08-26-13,08:00:00,REGULAR,11377108.0,12056920.0,2013-08-26 08:00:00,N128-R200-00-00-05,552.0,46.0,598.0
N128,R200,00-00-05,08-26-13,12:00:00,REGULAR,11377748.0,12057038.0,2013-08-26 12:00:00,N128-R200-00-00-05,640.0,118.0,758.0
N128,R200,00-00-05,08-26-13,16:00:00,REGULAR,11378152.0,12057154.0,2013-08-26 16:00:00,N128-R200-00-00-05,404.0,116.0,520.0
N128,R200,00-00-05,08-26-13,20:00:00,REGULAR,11378506.0,12057379.0,2013-08-26 20:00:00,N128-R200-00-00-05,354.0,225.0,579.0
N128,R200,00-05-00,08-26-13,00:00:00,REGULAR,2043.0,0.0,2013-08-26 00:00:00,N128-R200-00-05-00,0.0,0.0,0.0
N128,R200,00-05-00,08-26-13,04:00:00,REGULAR,2043.0,0.0,2013-08-26 04:00:00,N128-R200-00-05-00,0.0,0.0,0.0
N128,R200,00-05-00,08-26-13,08:00:00,REGULAR,2043.0,0.0,2013-08-26 08:00:00,N128-R200-00-05-00,0.0,0.0,0.0
N128,R200,00-05-00,08-26-13,12:00:00,REGULAR,2043.0,0.0,2013-08-26 12:00:00,N128-R200-00-05-00,0.0,0.0,0.0
N128,R200,00-05-00,08-26-13,16:00:00,REGULAR,2043.0,0.0,2013-08-26 16:00:00,N128-R200-00-05-00,0.0,0.0,0.0
N128,R200,00-05-00,08-26-13,20:00:00,REGULAR,2044.0,0.0,2013-08-26 20:00:00,N128-R200-00-05-00,1.0,0.0,1.0
N128,R200,00-05-01,08-26-13,00:00:00,REGULAR,1.0,900.0,2013-08-26 00:00:00,N128-R200-00-05-01,0.0,0.0,0.0
N128,R200,00-05-01,08-26-13,04:00:00,REGULAR,1.0,900.0,2013-08-26 04:00:00,N128-R200-00-05-01,0.0,0.0,0.0
N128,R200,00-05-01,08-26-13,08:00:00,REGULAR,1.0,900.0,2013-08-26 08:00:00,N128-R200-00-05-01,0.0,0.0,0.0
N128,R200,00-05-01,08-26-13,12:00:00,REGULAR,1.0,900.0,2013-08-26 12:00:00,N128-R200-00-05-01,0.0,0.0,0.0
N128,R200,00-05-01,08-26-13,16:00:00,REGULAR,1.0,900.0,2013-08-26 16:00:00,N128-R200-00-05-01,0.0,0.0,0.0
N128,R200,00-05-01,08-26-13,20:00:00,REGULAR,1.0,900.0,2013-08-26 20:00:00,N128-R200-00-05-01,0.0,0.0,0.0
N129,R382,00-00-00,08-26-13,00:00:00,REGULAR,2484809.0,3862906.0,2013-08-26 00:00:00,N129-R382-00-00-00,61.0,255.0,316.0
N129,R382,00-00-00,08-26-13,04:00:00,REGULAR,2484819.0,3862979.0,2013-08-26 04:00:00,N129-R382-00-00-00,0.0,0.0,0.0
N129,R382,00-00-00,08-26-13,08:00:00,REGULAR,2485153.0,3863050.0,2013-08-26 08:00:00,N129-R382-00-00-00,334.0,71.0,405.0
N129,R382,00-00-00,08-26-13,12:00:00,REGULAR,2485533.0,3863221.0,2013-08-26 12:00:00,N129-R382-00-00-00,380.0,171.0,551.0
N129,R382,00-00-00,08-26-13,16:00:00,REGULAR,2485750.0,3863620.0,2013-08-26 16:00:00,N129-R382-00-00-00,217.0,399.0,616.0
N129,R382,00-00-00,08-26-13,20:00:00,REGULAR,2485884.0,3864349.0,2013-08-26 20:00:00,N129-R382-00-00-00,134.0,729.0,863.0
N129,R382,00-00-01,08-26-13,00:00:00,REGULAR,6854133.0,5734294.0,2013-08-26 00:00:00,N129-R382-00-00-01,64.0,144.0,208.0
N129,R382,00-00-01,08-26-13,04:00:00,REGULAR,6854151.0,5734333.0,2013-08-26 04:00:00,N129-R382-00-00-01,0.0,0.0,0.0
N129,R382,00-00-01,08-26-13,08:00:00,REGULAR,6854442.0,5734353.0,2013-08-26 08:00:00,N129-R382-00-00-01,291.0,20.0,311.0
N129,R382,00-00-01,08-26-13,12:00:00,REGULAR,6854797.0,5734409.0,2013-08-26 12:00:00,N129-R382-00-00-01,355.0,56.0,411.0
N129,R382,00-00-01,08-26-13,16:00:00,REGULAR,6855043.0,5734569.0,2013-08-26 16:00:00,N129-R382-00-00-01,246.0,160.0,406.0
N129,R382,00-00-01,08-26-13,20:00:00,REGULAR,6855187.0,5734955.0,2013-08-26 20:00:00,N129-R382-00-00-01,144.0,386.0,530.0
N129,R382,00-03-00,08-26-13,00:00:00,REGULAR,8575355.0,5707832.0,2013-08-26 00:00:00,N129-R382-00-03-00,100.0,169.0,269.0
N129,R382,00-03-00,08-26-13,04:00:00,REGULAR,8575383.0,5707894.0,2013-08-26 04:00:00,N129-R382-00-03-00,28.0,62.0,90.0
N129,R382,00-03-00,08-26-13,08:00:00,REGULAR,8575822.0,5707947.0,2013-08-26 08:00:00,N129-R382-00-03-00,439.0,53.0,492.0
