C/A,UNIT,SCP,DATE,TIME,DESC,ENTRIES,EXITS,DATETIME,TURNSTILE_ID,NET_ENTRIES,NET_EXITS,BUSYNESS
N340,R115,00-00-04,08-26-13,20:00:00,REGULAR,682393.0,1284494.0,2013-08-26 20:00:00,N340-R115-00-00-04,69.0,367.0,436.0
N340,R115,00-00-05,08-26-13,00:00:00,REGULAR,835678.0,2640653.0,2013-08-26 00:00:00,N340-R115-00-00-05,27.0,162.0,189.0
N340,R115,00-00-05,08-26-13,04:00:00,REGULAR,835683.0,2640695.0,2013-08-26 04:00:00,N340-R115-00-00-05,5.0,42.0,47.0
N340,R115,00-00-05,08-26-13,08:00:00,REGULAR,835751.0,2640784.0,2013-08-26 08:00:00,N340-R115-00-00-05,68.0,89.0,157.0
N340,R115,00-00-05,08-26-13,12:00:00,REGULAR,835836.0,2640962.0,2013-08-26 12:00:00,N340-R115-00-00-05,85.0,178.0,263.0
N340,R115,00-00-05,08-26-13,16:00:00,REGULAR,835922.0,2641189.0,2013-08-26 16:00:00,N340-R115-00-00-05,86.0,227.0,313.0
N340,R115,00-00-05,08-26-13,20:00:00,REGULAR,836017.0,2641824.0,2013-08-26 20:00:00,N340-R115-00-00-05,95.0,635.0,730.0
N340,R115,00-06-00,08-26-13,00:00:00,REGULAR,372850.0,77429.0,2013-08-26 00:00:00,N340-R115-00-06-00,12.0,1.0,13.0
N340,R115,00-06-00,08-26-13,04:00:00,REGULAR,372851.0,77429.0,2013-08-26 04:00:00,N340-R115-00-06-00,1.0,0.0,1.0
N340,R115,00-06-00,08-26-13,08:00:00,REGULAR,372883.0,77429.0,2013-08-26 08:00:00,N340-R115-00-06-00,32.0,0.0,32.0
N340,R115,00-06-00,08-26-13,12:00:00,REGULAR,372940.0,77431.0,2013-08-26 12:00:00,N340-R115-00-06-00,57.0,2.0,59.0
N340,R115,00-06-00,08-26-13,16:00:00,REGULAR,372976.0,77435.0,2013-08-26 16:00:00,N340-R115-00-06-00,36.0,4.0,40.0
N340,R115,00-06-00,08-26-13,20:00:00,REGULAR,373005.0,77436.0,2013-08-26 20:00:00,N340-R115-00-06-00,29.0,1.0,30.0
N340,R115,00-06-01,08-26-13,00:00:00,REGULAR,1385466.0,445393.0,2013-08-26 00:00:00,N340-R115-00-06-01,8.0,0.0,8.0
N340,R115,00-06-01,08-26-13,04:00:00,REGULAR,1385466.0,445393.0,2013-08-26 04:00:00,N340-R115-00-06-01,0.0,0.0,0.0
N340,R115,00-06-01,08-26-13,08:00:00,REGULAR,1385518.0,445394.0,2013-08-26 08:00:00,N340-R115-00-06-01,52.0,1.0,53.0
N340,R115,00-06-01,08-26-13,12:00:00,REGULAR,1385581.0,445400.0,2013-08-26 12:00:00,N340-R115-00-06-01,63.0,6.0,69.0
N340,R115,00-06-01,08-26-13,16:00:00,REGULAR,1385602.0,445405.0,2013-08-26 16:00:00,N340-R115-00-06-01,21.0,5.0,26.0
N340,R115,00-06-01,08-26-13,20:00:00,REGULAR,1385620.0,445411.0,2013-08-26 20:00:00,N340-R115-00-06-01,18.0,6.0,24.0
N340A,R115,01-00-00,08-26-13,00:00:00,REGULAR,74806.0,69699.0,2013-08-26 00:00:00,N340A-R115-01-00-00,9.0,27.0,36.0
N340A,R115,01-00-00,08-26-13,04:00:00,REGULAR,74810.0,69710.0,2013-08-26 04:00:00,N340A-R115-01-00-00,4.0,11.0,15.0
N340A,R115,01-00-00,08-26-13,08:00:00,REGULAR,74916.0,69722.0,2013-08-26 08:00:00,N340A-R115-01-00-00,106.0,12.0,118.0
N340A,R115,01-00-00,08-26-13,12:00:00,REGULAR,75054.0,69761.0,2013-08-26 12:00:00,N340A-R115-01-00-00,138.0,39.0,177.0
N340A,R115,01-00-00,08-26-13,16:00:00,REGULAR,75109.0,69805.0,2013-08-26 16:00:00,N340A-R115-01-00-00,55.0,44.0,99.0
N340A,R115,01-00-00,08-26-13,20:00:00,REGULAR,75159.0,69959.0,2013-08-26 20:00:00,N340A-R115-01-00-00,50.0,154.0,204.0
N340A,R115,01-00-01,08-26-13,00:00:00,REGULAR,162055.0,385796.0,2013-08-26 00:00:00,N340A-R115-01-00-01,10.0,27.0,37.0
N340A,R115,01-00-01,08-26-13,04:00:00,REGULAR,162055.0,385811.0,2013-08-26 04:00:00,N340A-R115-01-00-01,0.0,15.0,15.0
N340A,R115,01-00-01,08-26-13,08:00:00,REGULAR,162124.0,385824.0,2013-08-26 08:00:00,N340A-R115-01-00-01,69.0,13.0,82.0
N340A,R115,01-00-01,08-26-13,12:00:00,REGULAR,162198.0,385878.0,2013-08-26 12:00:00,N340A-R115-01-00-01,74.0,54.0,128.0
N340A,R115,01-00-01,08-26-13,16:00:00,REGULAR,162238.0,385954.0,2013-08-26 16:00:00,N340A-R115-01-00-01,40.0,76.0,116.0
N340A,R115,01-00-01,08-26-13,20:00:00,REGULAR,162263.0,386127.0,2013-08-26 20:00:00,N340A-R115-01-00-01,25.0,173.0,198.0
N340A,R115,01-00-02,08-26-13,00:00:00,REGULAR,1064501.0,9656960.0,2013-08-26 00:00:00,N340A-R115-01-00-02,14.0,82.0,96.0
N340A,R115,01-00-02,08-26-13,04:00:00,REGULAR,1064502.0,9657013.0,2013-08-26 04:00:00,N340A-R115-01-00-02,1.0,53.0,54.0
N340A,R115,01-00-02,08-26-13,08:00:00,REGULAR,1064609.0,9657052.0,2013-08-26 08:00:00,N340A-R115-01-00-02,107.0,39.0,146.0
N340A,R115,01-00-02,08-26-13,12:00:00,REGULAR,1064690.0,9657207.0,2013-08-26 12:00:00,N340A-R115-01-00-02,81.0,155.0,236.0
N340A,R115,01-00-02,08-26-13,16:00:00,REGULAR,1064739.0,9657381.0,2013-08-26 16:00:00,N340A-R115-01-00-02,49.0,174.0,223.0
N340A,R115,01-00-02,08-26-13,20:00:00,REGULAR,1064773.0,9657704.0,2013-08-26 20:00:00,N340A-R115-01-00-02,34.0,323.0,357.0
N340A,R115,01-03-00,08-26-13,00:00:00,REGULAR,1565242.0,1753035.0,2013-08-26 00:00:00,N340A-R115-01-03-00,66.0,169.0,235.0
N340A,R115,01-03-00,08-26-13,04:00:00,REGULAR,1565266.0,1753101.0,2013-08-26 04:00:00,N340A-R115-01-03-00,24.0,66.0,90.0
N340A,R115,01-03-00,08-26-13,08:00:00,REGULAR,1565656.0,1753164.0,2013-08-26 08:00:00,N340A-R115-01-03-00,390.0,63.0,453.0
N340A,R115,01-03-00,08-26-13,12:00:00,REGULAR,1566140.0,1753353.0,2013-08-26 12:00:00,N340A-R115-01-03-00,484.0,189.0,673.0
N340A,R115,01-03-00,08-26-13,16:00:00,REGULAR,1566435.0,1753617.0,2013-08-26 16:00:00,N340A-R115-01-03-00,295.0,264.0,559.0
N340A,R115,01-03-00,08-26-13,20:00:00,REGULAR,1566675.0,1754063.0,2013-08-26 20:00:00,N340A-R115-01-03-00,240.0,446.0,686.0
N340A,R115,01-03-01,08-26-13,00:00:00,REGULAR,537600.0,455376.0,2013-08-26 00:00:00,N340A-R115-01-03-01,47.0,55.0,102.0
N340A,R115,01-03-01,08-26-13,04:00:00,REGULAR,537612.0,455392.0,2013-08-26 04:00:00,N340A-R115-01-03-01,12.0,16.0,28.0
N340A,R115,01-03-01,08-26-13,08:00:00,REGULAR,537819.0,455413.0,2013-08-26 08:00:00,N340A-R115-01-03-01,207.0,21.0,228.0
N340A,R115,01-03-01,08-26-13,12:00:00,REGULAR,538108.0,455476.0,2013-08-26 12:00:00,N340A-R115-01-03-01,289.0,63.0,352.0
N340A,R115,01-03-01,08-26-13,16:00:00,REGULAR,538307.0,455566.0,2013-08-26 16:00:00,N340A-R115-01-03-01,199.0,90.0,289.0
N340A,R115,01-03-01,08-26-13,20:00:00,REGULAR,538460.0,455785.0,2013-08-26 20:00:00,N340A-R115-01-03-01,153.0,219.0,372.0
N340A,R115,01-03-02,08-26-13,00:00:00,REGULAR,5421843.0,1659987.0,2013-08-26 00:00:00,N340A-R115-01-03-02,53.0,30.0,83.0
N340A,R115,01-03-02,08-26-13,04:00:00,REGULAR,5421857.0,1660002.0,2013-08-26 04:00:00,N340A-R115-01-03-02,14.0,15.0,29.0
N340A,R115,01-03-02,08-26-13,08:00:00,REGULAR,5422085.0,1660020.0,2013-08-26 08:00:00,N340A-R115-01-03-02,228.0,18.0,246.0
N340A,R115,01-03-02,08-26-13,12:00:00,REGULAR,5422332.0,1660058.0,2013-08-26 12:00:00,N340A-R115-01-03-02,247.0,38.0,285.0
N340A,R115,01-03-02,08-26-13,16:00:00,REGULAR,5422510.0,1660103.0,2013-08-26 16:00:00,N340A-R115-01-03-02,178.0,45.0,223.0
N340A,R115,01-03-02,08-26-13,20:00:00,REGULAR,5422651.0,1660231.0,2013-08-26 20:00:00,N340A-R115-01-03-02,141.0,128.0,269.0
N340A,R115,01-03-03,08-26-13,00:00:00,REGULAR,1011775.0,94521.0,2013-08-26 00:00:00,N340A-R115-01-03-03,62.0,13.0,75.0
N340A,R115,01-03-03,08-26-13,04:00:00,REGULAR,1011794.0,94535.0,2013-08-26 04:00:00,N340A-R115-01-03-03,19.0,14.0,33.0
N340A,R115,01-03-03,08-26-13,08:00:00,REGULAR,1012046.0,94542.0,2013-08-26 08:00:00,N340A-R115-01-03-03,252.0,7.0,259.0
N340A,R115,01-03-03,08-26-13,12:00:00,REGULAR,1012385.0,94564.0,2013-08-26 12:00:00,N340A-R115-01-03-03,339.0,22.0,361.0
N340A,R115,01-03-03,08-26-13,16:00:00,REGULAR,1012613.0,94585.0,2013-08-26 16:00:00,N340A-R115-01-03-03,228.0,21.0,249.0
N340A,R115,01-03-03,08-26-13,20:00:00,REGULAR,1012808.0,94633.0,2013-08-26 20:00:00,N340A-R115-01-03-03,195.0,48.0,243.0
N342,R019,01-00-00,08-26-13,00:00:00,REGULAR,709234.0,31247.0,2013-08-26 00:00:00,N342-R019-01-00-00,117.0,9.0,126.0
N342,R019,01-00-00,08-26-13,04:00:00,REGULAR,709255.0,31253.0,2013-08-26 04:00:00,N342-R019-01-00-00,21.0,6.0,27.0
N342,R019,01-00-00,08-26-13,08:00:00,REGULAR,710260.0,31254.0,2013-08-26 08:00:00,N342-R019-01-00-00,1005.0,1.0,1006.0
N342,R019,01-00-00,08-26-13,12:00:00,REGULAR,711142.0,31269.0,2013-08-26 12:00:00,N342-R019-01-00-00,882.0,15.0,897.0
N342,R019,01-00-00,08-26-13,16:00:00,REGULAR,711495.0,31315.0,2013-08-26 16:00:00,N342-R019-01-00-00,353.0,46.0,399.0
N342,R019,01-00-00,08-26-13,20:00:00,REGULAR,711926.0,31355.0,2013-08-26 20:00:00,N342-R019-01-00-00,431.0,40.0,471.0
N342,R019,01-00-01,08-26-13,00:00:00,REGULAR,5573906.0,361552.0,2013-08-26 00:00:00,N342-R019-01-00-01,67.0,14.0,81.0
N342,R019,01-00-01,08-26-13,04:00:00,REGULAR,5573921.0,361556.0,2013-08-26 04:00:00,N342-R019-01-00-01,15.0,4.0,19.0
N342,R019,01-00-01,08-26-13,08:00:00,REGULAR,5574686.0,361556.0,2013-08-26 08:00:00,N342-R019-01-00-01,765.0,0.0,765.0
N342,R019,01-00-01,08-26-13,12:00:00,REGULAR,5575404.0,361567.0,2013-08-26 12:00:00,N342-R019-01-00-01,718.0,11.0,729.0
N342,R019,01-00-01,08-26-13,16:00:00,REGULAR,5575652.0,361599.0,2013-08-26 16:00:00,N342-R019-01-00-01,248.0,32.0,280.0
N342,R019,01-00-01,08-26-13,20:00:00,REGULAR,5575933.0,361630.0,2013-08-26 20:00:00,N342-R019-01-00-01,281.0,31.0,312.0
N342,R019,01-00-02,08-26-13,00:00:00,REGULAR,631972.0,94003.0,2013-08-26 00:00:00,N342-R019-01-00-02,39.0,11.0,50.0
N342,R019,01-00-02,08-26-13,04:00:00,REGULAR,631974.0,94010.0,2013-08-26 04:00:00,N342-R019-01-00-02,2.0,7.0,9.0
N342,R019,01-00-02,08-26-13,08:00:00,REGULAR,632489.0,94018.0,2013-08-26 08:00:00,N342-R019-01-00-02,515.0,8.0,523.0
N342,R019,01-00-02,08-26-13,12:00:00,REGULAR,632880.0,94031.0,2013-08-26 12:00:00,N342-R019-01-00-02,391.0,13.0,404.0
N342,R019,01-00-02,08-26-13,16:00:00,REGULAR,633039.0,94057.0,2013-08-26 16:00:00,N342-R019-01-00-02,159.0,26.0,185.0
N342,R019,01-00-02,08-26-13,20:00:00,REGULAR,633181.0,94151.0,2013-08-26 20:00:00,N342-R019-01-00-02,142.0,94.0,236.0
N342,R019,01-00-03,08-26-13,00:00:00,REGULAR,316676.0,60682.0,2013-08-26 00:00:00,N342-R019-01-00-03,14.0,6.0,20.0
N342,R019,01-00-03,08-26-13,04:00:00,REGULAR,316677.0,60688.0,2013-08-26 04:00:00,N342-R019-01-00-03,1.0,6.0,7.0
N342,R019,01-00-03,08-26-13,08:00:00,REGULAR,316985.0,60696.0,2013-08-26 08:00:00,N342-R019-01-00-03,308.0,8.0,316.0
N342,R019,01-00-03,08-26-13,12:00:00,REGULAR,317189.0,60715.0,2013-08-26 12:00:00,N342-R019-01-00-03,204.0,19.0,223.0
N342,R019,01-00-03,08-26-13,16:00:00,REGULAR,317276.0,60733.0,2013-08-26 16:00:00,N342-R019-01-00-03,87.0,18.0,105.0
N342,R019,01-00-03,08-26-13,20:00:00,REGULAR,317342.0,60786.0,2013-08-26 20:00:00,N342-R019-01-00-03,66.0,53.0,119.0
N342,R019,01-03-00,08-26-13,00:00:00,REGULAR,922905.0,943183.0,2013-08-26 00:00:00,N342-R019-01-03-00,2.0,23.0,25.0
N342,R019,01-03-00,08-26-13,04:00:00,REGULAR,922905.0,943188.0,2013-08-26 04:00:00,N342-R019-01-03-00,0.0,5.0,5.0
N342,R019,01-03-00,08-26-13,08:00:00,REGULAR,922996.0,943198.0,2013-08-26 08:00:00,N342-R019-01-03-00,91.0,10.0,101.0
N342,R019,01-03-00,08-26-13,12:00:00,REGULAR,923067.0,943225.0,2013-08-26 12:00:00,N342-R019-01-03-00,71.0,27.0,98.0
N342,R019,01-03-00,08-26-13,16:00:00,REGULAR,923092.0,943256.0,2013-08-26 16:00:00,N342-R019-01-03-00,25.0,31.0,56.0
N342,R019,01-03-00,08-26-13,20:00:00,REGULAR,923116.0,943359.0,2013-08-26 20:00:00,N342-R019-01-03-00,24.0,103.0,127.0
N342,R019,01-03-01,08-26-13,00:00:00,REGULAR,1283246.0,1515448.0,2013-08-26 00:00:00,N342-R019-01-03-01,10.0,37.0,47.0
N342,R019,01-03-01,08-26-13,04:00:00,REGULAR,1283251.0,1515460.0,2013-08-26 04:00:00,N342-R019-01-03-01,5.0,12.0,17.0
N342,R019,01-03-01,08-26-13,08:00:00,REGULAR,1283358.0,1515469.0,2013-08-26 08:00:00,N342-R019-01-03-01,107.0,9.0,116.0
N342,R019,01-03-01,08-26-13,12:00:00,REGULAR,1283445.0,1515510.0,2013-08-26 12:00:00,N342-R019-01-03-01,87.0,41.0,128.0
N342,R019,01-03-01,08-26-13,16:00:00,REGULAR,1283493.0,1515571.0,2013-08-26 16:00:00,N342-R019-01-03-01,48.0,61.0,109.0
N342,R019,01-03-01,08-26-13,20:00:00,REGULAR,1283522.0,1515717.0,2013-08-26 20:00:00,N342-R019-01-03-01,29.0,146.0,175.0
N342,R019,01-03-02,08-26-13,00:00:00,REGULAR,1554866.0,1825714.0,2013-08-26 00:00:00,N342-R019-01-03-02,12.0,47.0,59.0
N342,R019,01-03-02,08-26-13,04:00:00,REGULAR,1554872.0,1825726.0,2013-08-26 04:00:00,N342-R019-01-03-02,6.0,12.0,18.0
N342,R019,01-03-02,08-26-13,08:00:00,REGULAR,1555021.0,1825735.0,2013-08-26 08:00:00,N342-R019-01-03-02,149.0,9.0,158.0
N342,R019,01-03-02,08-26-13,12:00:00,REGULAR,1555107.0,1825784.0,2013-08-26 12:00:00,N342-R019-01-03-02,86.0,49.0,135.0
N342,R019,01-03-02,08-26-13,16:00:00,REGULAR,1555149.0,1825860.0,2013-08-26 16:00:00,N342-R019-01-03-02,42.0,76.0,118.0
N342,R019,01-03-02,08-26-13,20:00:00,REGULAR,1555180.0,1826023.0,2013-08-26 20:00:00,N342-R019-01-03-02,31.0,163.0,194.0
N342,R019,01-03-03,08-26-13,00:00:00,REGULAR,1735150.0,2644254.0,2013-08-26 00:00:00,N342-R019-01-03-03,19.0,66.0,85.0
N342,R019,01-03-03,08-26-13,04:00:00,REGULAR,1735152.0,2644278.0,2013-08-26 04:00:00,N342-R019-01-03-03,2.0,24.0,26.0
N342,R019,01-03-03,08-26-13,08:00:00,REGULAR,1735314.0,2644304.0,2013-08-26 08:00:00,N342-R019-01-03-03,162.0,26.0,188.0
N342,R019,01-03-03,08-26-13,12:00:00,REGULAR,1735421.0,2644353.0,2013-08-26 12:00:00,N342-R019-01-03-03,107.0,49.0,156.0
N342,R019,01-03-03,08-26-13,16:00:00,REGULAR,1735466.0,2644441.0,2013-08-26 16:00:00,N342-R019-01-03-03,45.0,88.0,133.0
N342,R019,01-03-03,08-26-13,20:00:00,REGULAR,1735507.0,2644694.0,2013-08-26 20:00:00,N342-R019-01-03-03,41.0,253.0,294.0
N342,R019,01-03-04,08-26-13,00:00:00,REGULAR,1429029.0,3378626.0,2013-08-26 00:00:00,N342-R019-01-03-04,20.0,68.0,88.0
N342,R019,01-03-04,08-26-13,04:00:00,REGULAR,1429038.0,3378655.0,2013-08-26 04:00:00,N342-R019-01-03-04,9.0,29.0,38.0
N342,R019,01-03-04,08-26-13,08:00:00,REGULAR,1429161.0,3378696.0,2013-08-26 08:00:00,N342-R019-01-03-04,123.0,41.0,164.0
N342,R019,01-03-04,08-26-13,12:00:00,REGULAR,1429238.0,3378753.0,2013-08-26 12:00:00,N342-R019-01-03-04,77.0,57.0,134.0
N342,R019,01-03-04,08-26-13,16:00:00,REGULAR,1429292.0,3378859.0,2013-08-26 16:00:00,N342-R019-01-03-04,54.0,106.0,160.0
N342,R019,01-03-04,08-26-13,20:00:00,REGULAR,1429335.0,3379123.0,2013-08-26 20:00:00,N342-R019-01-03-04,43.0,264.0,307.0
N342,R019,01-06-00,08-26-13,00:00:00,REGULAR,492927.0,2043782.0,2013-08-26 00:00:00,N342-R019-01-06-00,3.0,24.0,27.0
N342,R019,01-06-00,08-26-13,04:00:00,REGULAR,492927.0,2043788.0,2013-08-26 04:00:00,N342-R019-01-06-00,0.0,6.0,6.0
N342,R019,01-06-00,08-26-13,08:00:00,REGULAR,492929.0,2043818.0,2013-08-26 08:00:00,N342-R019-01-06-00,2.0,30.0,32.0
N342,R019,01-06-00,08-26-13,12:00:00,REGULAR,492931.0,2043849.0,2013-08-26 12:00:00,N342-R019-01-06-00,2.0,31.0,33.0
N342,R019,01-06-00,08-26-13,16:00:00,REGULAR,492936.0,2043896.0,2013-08-26 16:00:00,N342-R019-01-06-00,5.0,47.0,52.0
N342,R019,01-06-00,08-26-13,20:00:00,REGULAR,492940.0,2044061.0,2013-08-26 20:00:00,N342-R019-01-06-00,4.0,165.0,169.0
N342,R019,01-06-01,08-26-13,00:00:00,REGULAR,410758.0,3858307.0,2013-08-26 00:00:00,N342-R019-01-06-01,6.0,60.0,66.0
N342,R019,01-06-01,08-26-13,04:00:00,REGULAR,410760.0,3858331.0,2013-08-26 04:00:00,N342-R019-01-06-01,2.0,24.0,26.0
N342,R019,01-06-01,08-26-13,08:00:00,REGULAR,410767.0,3858365.0,2013-08-26 08:00:00,N342-R019-01-06-01,7.0,34.0,41.0
N342,R019,01-06-01,08-26-13,12:00:00,REGULAR,410784.0,3858421.0,2013-08-26 12:00:00,N342-R019-01-06-01,17.0,56.0,73.0
N342,R019,01-06-01,08-26-13,16:00:00,REGULAR,410791.0,3858524.0,2013-08-26 16:00:00,N342-R019-01-06-01,7.0,103.0,110.0
N342,R019,01-06-01,08-26-13,20:00:00,REGULAR,410799.0,3858840.0,2013-08-26 20:00:00,N342-R019-01-06-01,8.0,316.0,324.0
N343,R019,00-00-00,08-26-13,00:00:00,REGULAR,1602541.0,6434753.0,2013-08-26 00:00:00,N343-R019-00-00-00,40.0,218.0,258.0
N343,R019,00-00-00,08-26-13,04:00:00,REGULAR,1602549.0,6434847.0,2013-08-26 04:00:00,N343-R019-00-00-00,8.0,94.0,102.0
N343,R019,00-00-00,08-26-13,08:00:00,REGULAR,1602765.0,6434989.0,2013-08-26 08:00:00,N343-R019-00-00-00,216.0,142.0,358.0
N343,R019,00-00-00,08-26-13,12:00:00,REGULAR,1602979.0,6435269.0,2013-08-26 12:00:00,N343-R019-00-00-00,214.0,280.0,494.0
N343,R019,00-00-00,08-26-13,16:00:00,REGULAR,1603102.0,6435599.0,2013-08-26 16:00:00,N343-R019-00-00-00,123.0,330.0,453.0
N343,R019,00-00-00,08-26-13,20:00:00,REGULAR,1603176.0,6436583.0,2013-08-26 20:00:00,N343-R019-00-00-00,74.0,984.0,1058.0
N343,R019,00-00-01,08-26-13,00:00:00,REGULAR,5281492.0,9547631.0,2013-08-26 00:00:00,N343-R019-00-00-01,38.0,154.0,192.0
N343,R019,00-00-01,08-26-13,04:00:00,REGULAR,5281509.0,9547705.0,2013-08-26 04:00:00,N343-R019-00-00-01,17.0,74.0,91.0
N343,R019,00-00-01,08-26-13,08:00:00,REGULAR,5281809.0,9547789.0,2013-08-26 08:00:00,N343-R019-00-00-01,300.0,84.0,384.0
N343,R019,00-00-01,08-26-13,12:00:00,REGULAR,5282109.0,9547931.0,2013-08-26 12:00:00,N343-R019-00-00-01,300.0,142.0,442.0
N343,R019,00-00-01,08-26-13,16:00:00,REGULAR,5282252.0,9548140.0,2013-08-26 16:00:00,N343-R019-00-00-01,143.0,209.0,352.0
N343,R019,00-00-01,08-26-13,20:00:00,REGULAR,5282341.0,9548776.0,2013-08-26 20:00:00,N343-R019-00-00-01,89.0,636.0,725.0
N343,R019,00-00-02,08-26-13,00:00:00,REGULAR,4651793.0,5732044.0,2013-08-26 00:00:00,N343-R019-00-00-02,30.0,104.0,134.0
N343,R019,00-00-02,08-26-13,04:00:00,REGULAR,4651802.0,5732086.0,2013-08-26 04:00:00,N343-R019-00-00-02,9.0,42.0,51.0
N343,R019,00-00-02,08-26-13,08:00:00,REGULAR,4652100.0,5732129.0,2013-08-26 08:00:00,N343-R019-00-00-02,298.0,43.0,341.0
N343,R019,00-00-02,08-26-13,12:00:00,REGULAR,4652307.0,5732215.0,2013-08-26 12:00:00,N343-R019-00-00-02,207.0,86.0,293.0
N343,R019,00-00-02,08-26-13,16:00:00,REGULAR,4652450.0,5732337.0,2013-08-26 16:00:00,N343-R019-00-00-02,143.0,122.0,265.0
N343,R019,00-00-02,08-26-13,20:00:00,REGULAR,4652524.0,5732740.0,2013-08-26 20:00:00,N343-R019-00-00-02,74.0,403.0,477.0
N343,R019,00-00-03,08-26-13,00:00:00,REGULAR,4321132.0,3540203.0,2013-08-26 00:00:00,N343-R019-00-00-03,18.0,52.0,70.0
N343,R019,00-00-03,08-26-13,04:00:00,REGULAR,4321145.0,3540230.0,2013-08-26 04:00:00,N343-R019-00-00-03,0.0,0.0,0.0
N343,R019,00-00-03,08-26-13,08:00:00,REGULAR,4321392.0,3540254.0,2013-08-26 08:00:00,N343-R019-00-00-03,247.0,24.0,271.0
N343,R019,00-00-03,08-26-13,12:00:00,REGULAR,4321560.0,3540309.0,2013-08-26 12:00:00,N343-R019-00-00-03,168.0,55.0,223.0
N343,R019,00-00-03,08-26-13,16:00:00,REGULAR,4321659.0,3540392.0,2013-08-26 16:00:00,N343-R019-00-00-03,99.0,83.0,182.0
N343,R019,00-00-03,08-26-13,20:00:00,REGULAR,4321732.0,3540632.0,2013-08-26 20:00:00,N343-R019-00-00-03,73.0,240.0,313.0
N343,R019,00-00-04,08-26-13,00:00:00,REGULAR,3238324.0,1921290.0,2013-08-26 00:00:00,N343-R019-00-00-04,21.0,30.0,51.0
N343,R019,00-00-04,08-26-13,04:00:00,REGULAR,3238329.0,1921301.0,2013-08-26 04:00:00,N343-R019-00-00-04,0.0,0.0,0.0
N343,R019,00-00-04,08-26-13,08:00:00,REGULAR,3238521.0,1921307.0,2013-08-26 08:00:00,N343-R019-00-00-04,192.0,6.0,198.0
N343,R019,00-00-04,08-26-13,12:00:00,REGULAR,3238664.0,1921321.0,2013-08-26 12:00:00,N343-R019-00-00-04,143.0,14.0,157.0
N343,R019,00-00-04,08-26-13,16:00:00,REGULAR,3238736.0,1921357.0,2013-08-26 16:00:00,N343-R019-00-00-04,72.0,36.0,108.0
N343,R019,00-00-04,08-26-13,20:00:00,REGULAR,3238793.0,1921502.0,2013-08-26 20:00:00,N343-R019-00-00-04,57.0,145.0,202.0
N343,R019,00-00-05,08-26-13,00:00:00,REGULAR,2532041.0,1501485.0,2013-08-26 00:00:00,N343-R019-00-00-05,12.0,25.0,37.0
N343,R019,00-00-05,08-26-13,04:00:00,REGULAR,2532043.0,1501501.0,2013-08-26 04:00:00,N343-R019-00-00-05,2.0,16.0,18.0
N343,R019,00-00-05,08-26-13,08:00:00,REGULAR,2532208.0,1501511.0,2013-08-26 08:00:00,N343-R019-00-00-05,165.0,10.0,175.0
N343,R019,00-00-05,08-26-13,12:00:00,REGULAR,2532299.0,1501527.0,2013-08-26 12:00:00,N343-R019-00-00-05,91.0,16.0,107.0
N343,R019,00-00-05,08-26-13,16:00:00,REGULAR,2532352.0,1501572.0,2013-08-26 16:00:00,N343-R019-00-00-05,53.0,45.0,98.0
N343,R019,00-00-05,08-26-13,20:00:00,REGULAR,2532394.0,1501683.0,2013-08-26 20:00:00,N343-R019-00-00-05,42.0,111.0,153.0
N343,R019,00-00-06,08-26-13,00:00:00,REGULAR,3073476.0,1547248.0,2013-08-26 00:00:00,N343-R019-00-00-06,20.0,21.0,41.0
N343,R019,00-00-06,08-26-13,04:00:00,REGULAR,3073479.0,1547260.0,2013-08-26 04:00:00,N343-R019-00-00-06,3.0,12.0,15.0
N343,R019,00-00-06,08-26-13,08:00:00,REGULAR,3073724.0,1547273.0,2013-08-26 08:00:00,N343-R019-00-00-06,245.0,13.0,258.0
N343,R019,00-00-06,08-26-13,12:00:00,REGULAR,3073864.0,1547290.0,2013-08-26 12:00:00,N343-R019-00-00-06,140.0,17.0,157.0
N343,R019,00-00-06,08-26-13,16:00:00,REGULAR,3073942.0,1547341.0,2013-08-26 16:00:00,N343-R019-00-00-06,78.0,51.0,129.0
N343,R019,00-00-06,08-26-13,20:00:00,REGULAR,3073995.0,1547455.0,2013-08-26 20:00:00,N343-R019-00-00-06,53.0,114.0,167.0
N343,R019,00-00-07,08-26-13,00:00:00,REGULAR,4104005.0,1259325.0,2013-08-26 00:00:00,N343-R019-00-00-07,19.0,14.0,33.0
N343,R019,00-00-07,08-26-13,04:00:00,REGULAR,4104014.0,1259329.0,2013-08-26 04:00:00,N343-R019-00-00-07,9.0,4.0,13.0
N343,R019,00-00-07,08-26-13,08:00:00,REGULAR,4104351.0,1259333.0,2013-08-26 08:00:00,N343-R019-00-00-07,337.0,4.0,341.0
N343,R019,00-00-07,08-26-13,12:00:00,REGULAR,4104585.0,1259341.0,2013-08-26 12:00:00,N343-R019-00-00-07,234.0,8.0,242.0
N343,R019,00-00-07,08-26-13,16:00:00,REGULAR,4104669.0,1259377.0,2013-08-26 16:00:00,N343-R019-00-00-07,84.0,36.0,120.0
N343,R019,00-00-07,08-26-13,20:00:00,REGULAR,4104746.0,1259495.0,2013-08-26 20:00:00,N343-R019-00-00-07,77.0,118.0,195.0
N343,R019,00-00-08,08-26-13,00:00:00,REGULAR,7143355.0,1180332.0,2013-08-26 00:00:00,N343-R019-00-00-08,47.0,14.0,61.0
